,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
0,3,-0.6551724137931034,1,1,1,1,-0.13610431947840262,-0.5060998151571166,-0.42487684729064035,0,2,2
1,8,-0.4482758620689655,1,1,1,0,-0.7514262428687857,0.024768946395563818,-0.3300492610837439,2,2,1
2,0,-0.5862068965517242,1,1,0,0,0.11980440097799505,-0.9977818853974122,-0.926929392446634,0,1,0
3,0,-0.3793103448275862,1,0,0,0,-0.19315403422982902,-0.8484288354898336,-0.7643678160919541,0,1,0
4,1,-0.5862068965517242,1,0,1,0,0.10350448247758748,-0.5541589648798522,-0.5867816091954023,0,2,3
5,0,-0.3793103448275862,1,1,1,0,0.5810920945395273,-0.6635859519408502,-0.7077175697865353,0,2,3
6,0,-0.5862068965517242,1,1,0,1,-0.13936430317848414,-0.7012939001848428,-0.6436781609195403,0,2,2
7,1,-0.5862068965517242,1,1,1,0,0.05134474327628347,-0.5541589648798522,-0.5763546798029557,0,1,0
8,3,-0.9310344827586207,0,0,0,0,0.14180929095354533,-0.8476894639556377,-0.7651888341543515,0,2,2
9,13,-0.4482758620689655,1,1,1,1,-0.38467807660961695,-0.1312384473197783,-0.10418719211822669,0,2,1
10,1,-0.8620689655172413,0,1,0,1,-0.07905460472697623,-0.7833641404805914,-0.7564039408866996,0,2,2
11,10,-0.7241379310344828,1,1,1,0,0.4898125509372453,-0.8121996303142329,-0.748768472906404,0,1,3
12,0,-0.5862068965517242,0,0,0,0,0.11980440097799505,-0.9977818853974122,-0.926929392446634,0,1,0
13,6,-0.31034482758620685,2,0,0,0,-0.5273023634881826,-0.2561922365988909,-0.24630541871921197,0,1,1
14,1,-0.5172413793103449,1,1,0,0,-0.19315403422982902,-0.7012939001848428,-0.6431855500821019,0,1,0
15,0,-0.4482758620689655,1,1,1,0,0.1735941320293397,-0.6635859519408502,-0.7077175697865353,0,1,0
16,6,-0.6551724137931034,0,0,0,0,-0.26650366748166254,-0.7005545286506469,-0.603448275862069,0,2,2
17,2,-0.8620689655172413,0,1,1,0,0.12224938875305624,-0.478743068391867,-0.5058292282430213,0,2,2
18,0,-0.3793103448275862,1,0,0,0,-0.028524857375713086,-0.8484288354898336,-0.7643678160919541,0,1,0
19,8,-0.7241379310344828,1,1,1,0,-0.38467807660961695,0.2606284658040665,-0.45320197044334976,3,2,1
20,0,-0.7931034482758621,0,1,0,1,0.010594947025264645,-0.7012939001848428,-0.6330049261083744,0,2,2
21,1,-0.31034482758620685,1,1,1,0,0.05134474327628347,-0.5541589648798522,-0.5763546798029557,0,2,3
22,10,-0.7241379310344828,1,1,1,0,-0.29910350448247747,0.024768946395563818,-0.052052545155993224,1,2,1
23,6,-0.7241379310344828,1,1,0,0,-0.2828035859820701,-0.4794824399260629,-0.352216748768473,0,2,2
24,0,-0.6551724137931034,1,0,0,1,-0.061939690301548334,-0.8484288354898336,-0.7651888341543515,0,1,0
25,0,-0.7241379310344828,1,1,0,0,-0.004889975550122161,-0.7012939001848428,-0.6436781609195403,0,2,2
26,1,-0.5862068965517242,0,0,0,0,-0.19315403422982902,-0.7012939001848428,-0.6420361247947455,0,2,2
27,0,-0.31034482758620685,1,0,0,0,-0.028524857375713086,-0.8484288354898336,-0.7643678160919541,0,1,0
28,0,-0.7931034482758621,0,1,0,0,0.059494702526487364,-0.7012939001848428,-0.6436781609195403,0,2,2
29,8,-0.6551724137931034,1,0,1,0,-0.3887530562347188,-0.4824399260628467,-0.7405582922824302,1,2,3
30,1,-0.7241379310344828,0,1,0,0,-0.4873675631621843,-0.4099815157116451,-0.319376026272578,0,2,2
31,0,-0.5172413793103449,2,0,1,0,0.1735941320293397,-0.6635859519408502,-0.7077175697865353,0,1,0
32,10,-0.7931034482758621,1,0,0,0,-0.07905460472697623,-0.699815157116451,-0.625615763546798,0,1,2
33,7,-0.7241379310344828,1,1,0,1,-0.17196414017929906,0.2524953789279112,0.44581280788177335,0,2,1
34,10,-0.3793103448275862,1,0,1,0,-0.5982070089649552,0.024768946395563818,-0.18201970443349746,1,1,1
35,0,-0.034482758620689724,1,0,0,0,-0.3235533822330887,-0.8018484288354898,-0.7898193760262726,0,0,0
36,6,-0.7241379310344828,0,1,0,0,-0.2828035859820701,-0.4794824399260629,-0.352216748768473,0,2,2
37,0,-0.5862068965517242,1,1,0,0,0.059494702526487364,-0.7012939001848428,-0.6436781609195403,0,2,2
38,9,-0.7241379310344828,1,1,0,0,0.035044824775876116,-0.8476894639556377,-0.7647783251231528,0,1,0
39,0,-0.7931034482758621,1,0,1,0,0.4987775061124693,-0.6635859519408502,-0.7077175697865353,0,2,3
40,1,-0.1724137931034483,1,0,0,0,-0.07416462917685429,-0.7012939001848428,-0.6674876847290641,0,0,0
41,7,-0.24137931034482762,2,1,1,0,-0.7962510187449063,0.6184842883548982,0.08866995073891637,1,2,1
42,0,-0.7241379310344828,1,1,1,0,0.24694376528117368,-0.6635859519408502,-0.5886699507389163,0,2,3
43,8,-0.5172413793103449,1,0,1,0,-0.38467807660961695,0.2606284658040665,-0.45320197044334976,3,2,1
44,1,-0.3793103448275862,1,1,0,0,-0.34718826405867964,-0.4099815157116451,-0.319376026272578,0,1,0
